COUNTRY_CODE,POSTAL_CODE,ESTIMATED_NUTS3,ESTIMATED_NUTS2,ESTIMATED_NUTS1,CONFIDENCE
EL,66150,EL514,EL51,EL5,high
EL,67061,EL512,EL51,EL5,high
EL,67131,EL512,EL51,EL5,high
EL,67132,EL512,EL51,EL5,high
EL,67113,EL512,EL51,EL5,high
EL,68131,EL511,EL51,EL5,high
EL,68132,EL511,EL51,EL5,high
EL,68133,EL511,EL51,EL5,high
EL,68103,EL511,EL51,EL5,high
EL,68150,EL511,EL51,EL5,high
EL,68531,EL511,EL51,EL5,high
EL,69131,EL513,EL51,EL5,high
EL,69132,EL513,EL51,EL5,high
EL,69133,EL513,EL51,EL5,high
EL,69150,EL513,EL51,EL5,high
EL,70001,EL431,EL43,EL4,high
EL,70111,EL431,EL43,EL4,high
EL,70305,EL431,EL43,EL4,high
EL,70306,EL431,EL43,EL4,high
EL,71001,EL431,EL43,EL4,medium
EL,71003,EL431,EL43,EL4,medium
EL,71004,EL431,EL43,EL4,medium
EL,71000,EL431,EL43,EL4,medium
EL,71110,EL431,EL43,EL4,medium
EL,71406,EL431,EL43,EL4,high
EL,71407,EL431,EL43,EL4,high
EL,71408,EL431,EL43,EL4,high
EL,71514,EL431,EL43,EL4,high
EL,72057,EL432,EL43,EL4,high
EL,73106,EL434,EL43,EL4,high
EL,73130,EL434,EL43,EL4,high
EL,73142,EL434,EL43,EL4,high
EL,73500,EL434,EL43,EL4,medium
EL,74000,EL433,EL43,EL4,high
EL,74059,EL433,EL43,EL4,high
EL,74057,EL433,EL43,EL4,high
EL,74132,EL433,EL43,EL4,high
EL,74133,EL433,EL43,EL4,high
EL,74131,EL433,EL43,EL4,high
EL,80800,EL307,EL30,EL3,medium
EL,81150,EL411,EL41,EL4,high
EL,81132,EL411,EL41,EL4,high
EL,81111,EL411,EL41,EL4,high
EL,81130,EL411,EL41,EL4,high
EL,81131,EL411,EL41,EL4,high
EL,81401,EL411,EL41,EL4,high
EL,81549,EL411,EL41,EL4,medium
EL,82131,EL413,EL41,EL4,high
EL,82132,EL413,EL41,EL4,high
EL,82150,EL413,EL41,EL4,high
EL,82101,EL413,EL41,EL4,high
EL,83301,EL412,EL41,EL4,high
EL,84007,EL422,EL42,EL4,high
EL,84004,EL422,EL42,EL4,high
EL,84301,EL422,EL42,EL4,high
EL,84502,EL422,EL42,EL4,high
EL,84701,EL422,EL42,EL4,high
EL,84800,EL422,EL42,EL4,high
EL,85000,EL421,EL42,EL4,high
EL,85001,EL421,EL42,EL4,high
EL,85051,EL421,EL42,EL4,high
EL,85110,EL421,EL42,EL4,high
EL,85131,EL421,EL42,EL4,high
EL,85132,EL421,EL42,EL4,high
EL,85133,EL421,EL42,EL4,high
EL,85150,EL421,EL42,EL4,high
EL,85111,EL421,EL42,EL4,high
EL,85401,EL421,EL42,EL4,high
EL,85800,EL421,EL42,EL4,medium
EL,72509,EL432,EL43,EL4,medium
EL,69500,EL513,EL51,EL5,medium
ES,17000,ES512,ES51,ES5,high
ES,43900,ES514,ES51,ES5,low
ES,00020,ES522,ES52,ES5,high
ES,00152,ES522,ES52,ES5,low
ES,00153,ES522,ES52,ES5,low
ES,00790,ES113,ES11,ES1,high
ES,00870,ES113,ES11,ES1,low
ES,03034,ES521,ES52,ES5,high
ES,03081,ES521,ES52,ES5,high
ES,03332,ES521,ES52,ES5,high
ES,03456,ES521,ES52,ES5,high
ES,03612,ES521,ES52,ES5,medium
ES,07408,ES532,ES53,ES5,high
ES,07410,ES532,ES53,ES5,high
ES,07602,ES532,ES53,ES5,high
ES,07920,ES531,ES53,ES5,low
ES,08046,ES511,ES51,ES5,high
ES,08072,ES511,ES51,ES5,high
ES,08602,ES511,ES51,ES5,high
ES,08621,ES511,ES51,ES5,high
ES,08713,ES511,ES51,ES5,high
ES,08721,ES511,ES51,ES5,high
ES,08725,ES511,ES51,ES5,high
ES,08807,ES511,ES51,ES5,high
ES,08814,ES511,ES51,ES5,high
ES,08875,ES511,ES51,ES5,high
ES,08989,ES511,ES51,ES5,high
ES,09019,ES412,ES41,ES4,high
ES,09291,ES412,ES41,ES4,medium
ES,09850,ES432,ES43,ES4,low
ES,09902,ES432,ES43,ES4,low
ES,10023,ES432,ES43,ES4,high
ES,10063,ES432,ES43,ES4,high
ES,11114,ES612,ES61,ES6,high
ES,11184,ES612,ES61,ES6,high
ES,11460,ES612,ES61,ES6,high
ES,12505,ES522,ES52,ES5,high
ES,12740,ES522,ES52,ES5,medium
ES,13000,ES422,ES42,ES4,high
ES,14018,ES613,ES61,ES6,high
ES,14402,ES613,ES61,ES6,medium
ES,15045,ES111,ES11,ES1,medium
ES,15055,ES111,ES11,ES1,medium
ES,15072,ES111,ES11,ES1,medium
ES,15078,ES111,ES11,ES1,medium
ES,15082,ES111,ES11,ES1,medium
ES,17025,ES512,ES51,ES5,high
ES,17202,ES512,ES51,ES5,high
ES,17900,ES512,ES51,ES5,low
ES,18017,ES614,ES61,ES6,high
ES,18155,ES614,ES61,ES6,high
ES,19028,ES424,ES42,ES4,high
ES,19760,ES424,ES42,ES4,medium
ES,20033,ES212,ES21,ES2,high
ES,20814,ES212,ES21,ES2,high
ES,20901,ES212,ES21,ES2,medium
ES,20949,ES212,ES21,ES2,medium
ES,21008,ES615,ES61,ES6,high
ES,21123,ES615,ES61,ES6,high
ES,21541,ES615,ES61,ES6,medium
ES,21602,ES615,ES61,ES6,high
ES,23000,ES616,ES61,ES6,high
ES,26041,ES230,ES23,ES2,high
ES,28088,ES300,ES30,ES3,high
ES,28115,ES300,ES30,ES3,medium
ES,28123,ES300,ES30,ES3,medium
ES,28299,ES300,ES30,ES3,medium
ES,28307,ES300,ES30,ES3,high
ES,28403,ES300,ES30,ES3,high
ES,28409,ES300,ES30,ES3,high
ES,28429,ES300,ES30,ES3,high
ES,28605,ES300,ES30,ES3,high
ES,28661,ES300,ES30,ES3,high
ES,28761,ES300,ES30,ES3,high
ES,28865,ES300,ES30,ES3,high
ES,28893,ES300,ES30,ES3,high
ES,28960,ES300,ES30,ES3,high
ES,28962,ES300,ES30,ES3,high
ES,28965,ES300,ES30,ES3,high
ES,28993,ES300,ES30,ES3,high
ES,29019,ES617,ES61,ES6,high
ES,29030,ES617,ES61,ES6,high
ES,29166,ES617,ES61,ES6,high
ES,29229,ES617,ES61,ES6,high
ES,29769,ES617,ES61,ES6,high
ES,30016,ES620,ES62,ES6,high
ES,30029,ES620,ES62,ES6,high
ES,30339,ES620,ES62,ES6,high
ES,30601,ES620,ES62,ES6,high
ES,31000,ES220,ES22,ES2,high
ES,32008,ES113,ES11,ES1,high
ES,32204,ES113,ES11,ES1,high
ES,33113,ES120,ES12,ES1,high
ES,34303,ES414,ES41,ES4,high
ES,35032,ES705,ES70,ES7,high
ES,35201,ES705,ES70,ES7,high
ES,35267,ES705,ES70,ES7,high
ES,35601,ES704,ES70,ES7,high
ES,35954,ES114,ES11,ES1,low
ES,36018,ES114,ES11,ES1,high
ES,36027,ES114,ES11,ES1,high
ES,36030,ES114,ES11,ES1,high
ES,36135,ES114,ES11,ES1,high
ES,36359,ES114,ES11,ES1,high
ES,36426,ES114,ES11,ES1,high
ES,36523,ES114,ES11,ES1,high
ES,36554,ES114,ES11,ES1,high
ES,38018,ES709,ES70,ES7,medium
ES,38209,ES709,ES70,ES7,high
ES,39796,ES130,ES13,ES1,high
ES,40008,ES416,ES41,ES4,high
ES,40060,ES416,ES41,ES4,high
ES,41031,ES618,ES61,ES6,high
ES,41072,ES618,ES61,ES6,high
ES,41085,ES618,ES61,ES6,high
ES,41190,ES618,ES61,ES6,high
ES,41790,ES618,ES61,ES6,high
ES,41903,ES618,ES61,ES6,high
ES,41937,ES618,ES61,ES6,high
ES,41947,ES618,ES61,ES6,high
ES,41972,ES618,ES61,ES6,high
ES,42020,ES417,ES41,ES4,high
ES,42410,ES417,ES41,ES4,low
ES,42500,ES417,ES41,ES4,low
ES,42615,ES417,ES41,ES4,low
ES,43013,ES514,ES51,ES5,high
ES,43305,ES514,ES51,ES5,high
ES,43640,ES514,ES51,ES5,low
ES,44010,ES242,ES24,ES2,high
ES,45026,ES425,ES42,ES4,high
ES,46000,ES523,ES52,ES5,high
ES,46027,ES523,ES52,ES5,high
ES,46029,ES523,ES52,ES5,high
ES,46072,ES523,ES52,ES5,high
ES,46076,ES523,ES52,ES5,high
ES,46253,ES523,ES52,ES5,high
ES,46398,ES523,ES52,ES5,high
ES,46490,ES523,ES52,ES5,high
ES,46602,ES523,ES52,ES5,high
ES,46637,ES523,ES52,ES5,high
ES,46898,ES523,ES52,ES5,high
ES,47000,ES418,ES41,ES4,high
ES,47730,ES418,ES41,ES4,medium
ES,49000,ES419,ES41,ES4,high
ES,50000,ES243,ES24,ES2,high
ES,50030,ES243,ES24,ES2,high
ES,50850,ES243,ES24,ES2,high
ES,52066,ES640,ES64,ES6,high
ES,52700,ES640,ES64,ES6,medium
ES,30825,ES620,ES62,ES6,high
FI,00405,FI1B1,FI1B,FI1,high
FI,00999,FI1B1,FI1B,FI1,high
FI,01030,FI1B1,FI1B,FI1,medium
FI,01055,FI1B1,FI1B,FI1,medium
FI,01379,FI1B1,FI1B,FI1,high
FI,02070,FI1B1,FI1B,FI1,medium
FI,02640,FI1B1,FI1B,FI1,high
FI,03310,FI1B1,FI1B,FI1,high
FI,09200,FI1B1,FI1B,FI1,high
FI,10000,FI1B1,FI1B,FI1,medium
FI,10101,FI1B1,FI1B,FI1,high
FI,10116,FI1B1,FI1B,FI1,high
FI,10125,FI1B1,FI1B,FI1,high
FI,10247,FI1B1,FI1B,FI1,high
FI,10930,FI1B1,FI1B,FI1,high
FI,12011,FI1C2,FI1C,FI1,medium
FI,13035,FI1C2,FI1C,FI1,medium
FI,15102,FI1C6,FI1C,FI1,high
FI,15120,FI1C6,FI1C,FI1,high
FI,17900,FI19B,FI19,FI1,high
FI,20014,FI1C1,FI1C,FI1,medium
FI,22103,FI200,FI20,FI2,high
FI,22105,FI200,FI20,FI2,high
FI,22111,FI200,FI20,FI2,high
FI,24680,FI1C1,FI1C,FI1,medium
FI,31260,FI1C2,FI1C,FI1,high
FI,33014,FI19B,FI19,FI1,medium
FI,33140,FI19B,FI19,FI1,high
FI,33570,FI19B,FI19,FI1,high
FI,40001,FI198,FI19,FI1,medium
FI,40014,FI198,FI19,FI1,medium
FI,45896,FI1C7,FI1C,FI1,high
FI,50049,FI1DA,FI1D,FI1,medium
FI,56230,FI1C5,FI1C,FI1,high
FI,70029,FI1DB,FI1D,FI1,high
FI,75020,FI1DB,FI1D,FI1,low
FI,77710,FI1DB,FI1D,FI1,high
FI,80120,FI1DC,FI1D,FI1,high
FI,90014,FI1D9,FI1D,FI1,high
FI,90200,FI1D9,FI1D,FI1,high
HR,43541,HR021,HR02,HR0,medium
HR,10001,HR050,HR05,HR0,medium
HR,10002,HR050,HR05,HR0,medium
HR,10134,HR050,HR05,HR0,high
HR,10162,HR050,HR05,HR0,high
HR,10163,HR050,HR05,HR0,high
HR,10172,HR050,HR05,HR0,high
HR,10254,HR065,HR06,HR0,medium
HR,10293,HR065,HR06,HR0,medium
HR,10299,HR065,HR06,HR0,medium
HR,10313,HR065,HR06,HR0,medium
HR,10341,HR065,HR06,HR0,medium
HR,10373,HR065,HR06,HR0,medium
HR,10408,HR065,HR06,HR0,medium
HR,10418,HR065,HR06,HR0,medium
HR,10452,HR065,HR06,HR0,medium
HR,10457,HR065,HR06,HR0,medium
HR,11634,HR065,HR06,HR0,low
HR,12000,HR065,HR06,HR0,low
HR,12344,HR065,HR06,HR0,low
HR,18470,HR037,HR03,HR0,low
HR,20341,HR037,HR03,HR0,medium
HR,21202,HR035,HR03,HR0,high
HR,21209,HR035,HR03,HR0,high
HR,21227,HR035,HR03,HR0,high
HR,21244,HR035,HR03,HR0,high
HR,21246,HR035,HR03,HR0,high
HR,21247,HR035,HR03,HR0,high
HR,21253,HR035,HR03,HR0,high
HR,21265,HR035,HR03,HR0,high
HR,21335,HR035,HR03,HR0,high
HR,21424,HR035,HR03,HR0,high
HR,21483,HR035,HR03,HR0,high
HR,22305,HR034,HR03,HR0,medium
HR,23264,HR033,HR03,HR0,high
HR,23282,HR033,HR03,HR0,high
HR,23400,HR033,HR03,HR0,high
HR,29014,HR025,HR02,HR0,low
HR,31103,HR025,HR02,HR0,high
HR,31106,HR025,HR02,HR0,high
HR,31130,HR025,HR02,HR0,high
HR,31205,HR025,HR02,HR0,medium
HR,31215,HR025,HR02,HR0,medium
HR,31216,HR025,HR02,HR0,medium
HR,31220,HR025,HR02,HR0,medium
HR,31303,HR025,HR02,HR0,high
HR,31306,HR025,HR02,HR0,high
HR,31309,HR025,HR02,HR0,high
HR,31325,HR025,HR02,HR0,high
HR,31328,HR025,HR02,HR0,high
HR,31422,HR025,HR02,HR0,medium
HR,31531,HR025,HR02,HR0,medium
HR,32214,HR026,HR02,HR0,medium
HR,32229,HR026,HR02,HR0,medium
HR,32238,HR026,HR02,HR0,medium
HR,32248,HR026,HR02,HR0,medium
HR,32282,HR026,HR02,HR0,medium
HR,32551,HR026,HR02,HR0,low
HR,32600,HR026,HR02,HR0,low
HR,32627,HR026,HR02,HR0,low
HR,33513,HR022,HR02,HR0,medium
HR,33522,HR022,HR02,HR0,medium
HR,34535,HR023,HR02,HR0,medium
HR,34563,HR023,HR02,HR0,medium
HR,35105,HR024,HR02,HR0,high
HR,35291,HR024,HR02,HR0,high
HR,35424,HR024,HR02,HR0,high
HR,38555,HR061,HR06,HR0,low
HR,40307,HR061,HR06,HR0,high
HR,40311,HR061,HR06,HR0,high
HR,40314,HR061,HR06,HR0,high
HR,40316,HR061,HR06,HR0,high
HR,40318,HR061,HR06,HR0,high
HR,40324,HR061,HR06,HR0,high
HR,40325,HR061,HR06,HR0,high
HR,40326,HR061,HR06,HR0,high
HR,40327,HR061,HR06,HR0,high
HR,40328,HR061,HR06,HR0,high
HR,40813,HR061,HR06,HR0,medium
HR,42201,HR062,HR06,HR0,medium
HR,42224,HR062,HR06,HR0,medium
HR,42226,HR062,HR06,HR0,medium
HR,42233,HR062,HR06,HR0,medium
HR,42244,HR062,HR06,HR0,medium
HR,42245,HR062,HR06,HR0,medium
HR,42255,HR062,HR06,HR0,medium
HR,43231,HR021,HR02,HR0,medium
HR,43272,HR021,HR02,HR0,medium
HR,43504,HR021,HR02,HR0,medium
HR,44103,HR028,HR02,HR0,low
HR,44272,HR028,HR02,HR0,medium
HR,44321,HR028,HR02,HR0,high
HR,44323,HR028,HR02,HR0,high
HR,44342,HR028,HR02,HR0,high
HR,44450,HR028,HR02,HR0,high
HR,47206,HR027,HR02,HR0,high
HR,47222,HR027,HR02,HR0,high
HR,47242,HR027,HR02,HR0,high
HR,47272,HR027,HR02,HR0,high
HR,48321,HR063,HR06,HR0,medium
HR,48322,HR063,HR06,HR0,medium
HR,48323,HR063,HR06,HR0,medium
HR,48327,HR063,HR06,HR0,medium
HR,48361,HR063,HR06,HR0,medium
HR,49254,HR064,HR06,HR0,medium
HR,49296,HR064,HR06,HR0,medium
HR,51001,HR031,HR03,HR0,high
HR,51140,HR031,HR03,HR0,low
HR,51214,HR031,HR03,HR0,high
HR,51222,HR031,HR03,HR0,high
HR,51225,HR031,HR03,HR0,high
HR,51243,HR031,HR03,HR0,high
HR,51244,HR031,HR03,HR0,high
HR,51301,HR031,HR03,HR0,medium
HR,51311,HR031,HR03,HR0,medium
HR,51315,HR031,HR03,HR0,medium
HR,51317,HR031,HR03,HR0,medium
HR,51554,HR031,HR03,HR0,medium
HR,52105,HR036,HR03,HR0,high
HR,52107,HR036,HR03,HR0,high
HR,52445,HR036,HR03,HR0,high
HR,52447,HR036,HR03,HR0,high
HR,52448,HR036,HR03,HR0,high
HR,52465,HR036,HR03,HR0,high
HR,53201,HR032,HR03,HR0,high
HR,53211,HR032,HR03,HR0,high
HR,53212,HR032,HR03,HR0,high
HR,53213,HR032,HR03,HR0,high
HR,53223,HR032,HR03,HR0,high
HR,53225,HR032,HR03,HR0,high
HR,53463,HR032,HR03,HR0,medium
HU,1000,HU110,HU11,HU1,high
HU,1001,HU110,HU11,HU1,high
HU,1017,HU110,HU11,HU1,high
HU,1166,HU110,HU11,HU1,high
HU,1234,HU110,HU11,HU1,medium
HU,1236,HU110,HU11,HU1,medium
HU,1250,HU110,HU11,HU1,low
HU,1255,HU110,HU11,HU1,low
HU,1262,HU110,HU11,HU1,low
HU,2012,HU120,HU12,HU1,high
HU,2031,HU120,HU12,HU1,high
HU,2070,HU120,HU12,HU1,high
HU,2087,HU120,HU12,HU1,high
HU,2103,HU120,HU12,HU1,high
HU,2150,HU120,HU12,HU1,high
HU,2153,HU120,HU12,HU1,high
HU,2389,HU120,HU12,HU1,high
HU,2601,HU120,HU12,HU1,high
HU,3140,HU313,HU31,HU3,high
HU,3301,HU312,HU31,HU3,high
HU,3304,HU312,HU31,HU3,high
HU,3445,HU311,HU31,HU3,high
HU,4012,HU321,HU32,HU3,medium
HU,4014,HU321,HU32,HU3,medium
HU,4420,HU323,HU32,HU3,medium
HU,4702,HU323,HU32,HU3,high
HU,5454,HU322,HU32,HU3,high
HU,5648,HU332,HU33,HU3,high
HU,5942,HU332,HU33,HU3,high
HU,6380,HU331,HU33,HU3,medium
HU,6701,HU333,HU33,HU3,high
HU,7401,HU232,HU23,HU2,high
HU,7644,HU231,HU23,HU2,medium
HU,8201,HU213,HU21,HU2,high
HU,8210,HU213,HU21,HU2,medium
HU,8639,HU232,HU23,HU2,high
HU,9001,HU221,HU22,HU2,high
HU,9013,HU221,HU22,HU2,high
HU,9119,HU221,HU22,HU2,high
HU,9137,HU221,HU22,HU2,high
HU,9731,HU222,HU22,HU2,high
HU,9876,HU222,HU22,HU2,medium
IE,A01,IE061,IE06,IE0,low
IE,D19,IE061,IE06,IE0,medium
IE,H42,IE061,IE06,IE0,low
IE,R83,IE062,IE06,IE0,low
IE,S07,IE061,IE06,IE0,low
IE,V85,IE062,IE06,IE0,low
IE,W19,IE062,IE06,IE0,medium
IT,87063,ITF61,ITF6,ITF,high
IT,88075,ITF63,ITF6,ITF,high
IT,00615,ITI43,ITI4,ITI,medium
IT,01129,ITI41,ITI4,ITI,high
IT,01624,ITI41,ITI4,ITI,medium
IT,01654,ITI41,ITI4,ITI,medium
IT,02036,ITI42,ITI4,ITI,high
IT,02145,ITI42,ITI4,ITI,high
IT,02314,ITI42,ITI4,ITI,medium
IT,04031,ITI44,ITI4,ITI,high
IT,06032,ITI21,ITI2,ITI,high
IT,06037,ITI21,ITI2,ITI,high
IT,06080,ITI21,ITI2,ITI,high
IT,06086,ITI21,ITI2,ITI,high
IT,06087,ITI21,ITI2,ITI,high
IT,06154,ITI21,ITI2,ITI,high
IT,06156,ITI21,ITI2,ITI,high
IT,06163,ITI21,ITI2,ITI,high
IT,07084,ITG2D,ITG2,ITG,high
IT,08008,ITG2E,ITG2,ITG,medium
IT,08202,ITG2E,ITG2,ITG,low
IT,09050,ITG2H,ITG2,ITG,medium
IT,09054,ITG2H,ITG2,ITG,medium
IT,09056,ITG2H,ITG2,ITG,medium
IT,09059,ITG2H,ITG2,ITG,medium
IT,09060,ITG2H,ITG2,ITG,medium
IT,09065,ITG2H,ITG2,ITG,medium
IT,09089,ITG2H,ITG2,ITG,medium
IT,09120,ITG2F,ITG2,ITG,medium
IT,09160,ITG2F,ITG2,ITG,medium
IT,10000,ITC11,ITC1,ITC,high
IT,10079,ITC11,ITC1,ITC,high
IT,10117,ITC11,ITC1,ITC,high
IT,10164,ITC11,ITC1,ITC,high
IT,10412,ITC11,ITC1,ITC,medium
IT,11095,ITC20,ITC2,ITC,high
IT,11131,ITC20,ITC2,ITC,high
IT,11141,ITC20,ITC2,ITC,high
IT,11207,ITC20,ITC2,ITC,medium
IT,12007,ITC16,ITC1,ITC,high
IT,12221,ITC16,ITC1,ITC,medium
IT,12346,ITC16,ITC1,ITC,medium
IT,12546,ITC16,ITC1,ITC,medium
IT,15131,ITC18,ITC1,ITC,medium
IT,19143,ITC34,ITC3,ITC,high
IT,19428,ITC34,ITC3,ITC,medium
IT,20120,ITC4C,ITC4,ITC,high
IT,20130,ITC4C,ITC4,ITC,high
IT,20140,ITC4C,ITC4,ITC,high
IT,20166,ITC4C,ITC4,ITC,high
IT,20217,ITC4C,ITC4,ITC,low
IT,20258,ITC4C,ITC4,ITC,low
IT,20482,ITC4C,ITC4,ITC,low
IT,21200,ITC41,ITC4,ITC,medium
IT,22051,ITC42,ITC4,ITC,high
IT,22823,ITC42,ITC4,ITC,medium
IT,23156,ITC44,ITC4,ITC,high
IT,23320,ITC44,ITC4,ITC,low
IT,23997,ITC43,ITC4,ITC,high
IT,24137,ITC46,ITC4,ITC,high
IT,24148,ITC46,ITC4,ITC,high
IT,25625,ITC47,ITC4,ITC,medium
IT,26103,ITC4A,ITC4,ITC,high
IT,28002,ITC15,ITC1,ITC,high
IT,29105,ITH51,ITH5,ITH,high
IT,29500,ITH51,ITH5,ITH,medium
IT,30017,ITH35,ITH3,ITH,high
IT,30120,ITH35,ITH3,ITH,high
IT,30152,ITH35,ITH3,ITH,high
IT,31526,ITH34,ITH3,ITH,medium
IT,32124,ITH33,ITH3,ITH,high
IT,33008,ITH42,ITH4,ITH,medium
IT,33096,ITH42,ITH4,ITH,medium
IT,33132,ITH42,ITH4,ITH,medium
IT,34433,ITH43,ITH4,ITH,low
IT,34534,ITH43,ITH4,ITH,low
IT,34567,ITH43,ITH4,ITH,low
IT,35033,ITH36,ITH3,ITH,high
IT,35217,ITH36,ITH3,ITH,medium
IT,36004,ITH32,ITH3,ITH,high
IT,36129,ITH32,ITH3,ITH,high
IT,36136,ITH32,ITH3,ITH,high
IT,37073,ITH31,ITH3,ITH,high
IT,37198,ITH31,ITH3,ITH,high
IT,38138,ITH20,ITH2,ITH,high
IT,39060,ITH10,ITH1,ITH,high
IT,39121,ITH10,ITH1,ITH,high
IT,39122,ITH10,ITH1,ITH,high
IT,40108,ITH55,ITH5,ITH,high
IT,40143,ITH55,ITH5,ITH,high
IT,40212,ITH55,ITH5,ITH,low
IT,40300,ITH55,ITH5,ITH,low
IT,41214,ITH54,ITH5,ITH,medium
IT,41892,ITH54,ITH5,ITH,medium
IT,42090,ITH53,ITH5,ITH,high
IT,42113,ITH53,ITH5,ITH,high
IT,42142,ITH53,ITH5,ITH,high
IT,43120,ITH52,ITH5,ITH,high
IT,47037,ITH58,ITH5,ITH,high
IT,47101,ITH58,ITH5,ITH,high
IT,47106,ITH58,ITH5,ITH,high
IT,47291,ITH58,ITH5,ITH,low
IT,47293,ITH58,ITH5,ITH,low
IT,47593,ITH58,ITH5,ITH,high
IT,47811,ITH59,ITH5,ITH,high
IT,47912,ITH59,ITH5,ITH,high
IT,47931,ITH59,ITH5,ITH,high
IT,48120,ITH57,ITH5,ITH,high
IT,48221,ITH57,ITH5,ITH,medium
IT,50009,ITI14,ITI1,ITI,high
IT,50015,ITI14,ITI1,ITI,high
IT,50016,ITI14,ITI1,ITI,high
IT,50029,ITI14,ITI1,ITI,high
IT,50147,ITI14,ITI1,ITI,high
IT,50500,ITI14,ITI1,ITI,medium
IT,52125,ITI18,ITI1,ITI,high
IT,54031,ITI11,ITI1,ITI,high
IT,54036,ITI11,ITI1,ITI,high
IT,54037,ITI11,ITI1,ITI,high
IT,54039,ITI11,ITI1,ITI,high
IT,54321,ITI11,ITI1,ITI,medium
IT,55043,ITI12,ITI1,ITI,high
IT,55065,ITI12,ITI1,ITI,high
IT,55123,ITI12,ITI1,ITI,high
IT,55220,ITI12,ITI1,ITI,medium
IT,56027,ITI17,ITI1,ITI,high
IT,57051,ITI16,ITI1,ITI,high
IT,58013,ITI1A,ITI1,ITI,high
IT,58760,ITI1A,ITI1,ITI,medium
IT,59000,ITI15,ITI1,ITI,high
IT,60017,ITI32,ITI3,ITI,high
IT,60139,ITI32,ITI3,ITI,high
IT,62016,ITI33,ITI3,ITI,high
IT,63021,ITI34,ITI3,ITI,high
IT,63023,ITI34,ITI3,ITI,high
IT,63033,ITI34,ITI3,ITI,high
IT,63039,ITI34,ITI3,ITI,high
IT,63049,ITI34,ITI3,ITI,high
IT,63182,ITI34,ITI3,ITI,high
IT,63447,ITI34,ITI3,ITI,low
IT,64017,ITF12,ITF1,ITF,high
IT,65016,ITF13,ITF1,ITF,high
IT,65120,ITF13,ITF1,ITF,high
IT,66013,ITF14,ITF1,ITF,high
IT,66055,ITF14,ITF1,ITF,high
IT,66060,ITF14,ITF1,ITF,high
IT,66127,ITF14,ITF1,ITF,high
IT,68678,ITF47,ITF4,ITF,low
IT,70052,ITF47,ITF4,ITF,high
IT,70059,ITF47,ITF4,ITF,high
IT,70096,ITF47,ITF4,ITF,high
IT,70200,ITF47,ITF4,ITF,medium
IT,70722,ITF47,ITF4,ITF,medium
IT,71044,ITF46,ITF4,ITF,high
IT,71049,ITF46,ITF4,ITF,high
IT,71120,ITF46,ITF4,ITF,high
IT,71222,ITF46,ITF4,ITF,medium
IT,71430,ITF46,ITF4,ITF,medium
IT,72002,ITF44,ITF4,ITF,medium
IT,73113,ITF45,ITF4,ITF,high
IT,73121,ITF45,ITF4,ITF,high
IT,74124,ITF43,ITF4,ITF,high
IT,75001,ITF52,ITF5,ITF,high
IT,75007,ITF52,ITF5,ITF,high
IT,76001,ITF48,ITF4,ITF,high
IT,79055,ITF33,ITF3,ITF,low
IT,80072,ITF33,ITF3,ITF,high
IT,80095,ITF33,ITF3,ITF,high
IT,80149,ITF33,ITF3,ITF,high
IT,81110,ITF31,ITF3,ITF,high
IT,81127,ITF31,ITF3,ITF,high
IT,82014,ITF32,ITF3,ITF,high
IT,82055,ITF32,ITF3,ITF,high
IT,82415,ITF32,ITF3,ITF,medium
IT,82970,ITF32,ITF3,ITF,medium
IT,83133,ITF34,ITF3,ITF,high
IT,84064,ITF35,ITF3,ITF,high
IT,84072,ITF35,ITF3,ITF,high
IT,84153,ITF35,ITF3,ITF,high
IT,84183,ITF35,ITF3,ITF,high
IT,84973,ITF35,ITF3,ITF,medium
IT,85110,ITF51,ITF5,ITF,high
IT,86110,ITF21,ITF2,ITF,medium
IT,86160,ITF21,ITF2,ITF,medium
IT,87455,ITF61,ITF6,ITF,medium
IT,87967,ITF61,ITF6,ITF,medium
IT,88018,ITF63,ITF6,ITF,high
IT,88048,ITF63,ITF6,ITF,high
IT,88061,ITF63,ITF6,ITF,high
IT,88063,ITF63,ITF6,ITF,high
IT,88110,ITF63,ITF6,ITF,high
IT,88839,ITF62,ITF6,ITF,high
IT,89000,ITF65,ITF6,ITF,high
IT,89865,ITF64,ITF6,ITF,high
IT,90051,ITG12,ITG1,ITG,high
IT,90154,ITG12,ITG1,ITG,high
IT,90214,ITG12,ITG1,ITG,medium
IT,91338,ITG11,ITG1,ITG,medium
IT,91711,ITG11,ITG1,ITG,medium
IT,92031,ITG14,ITG1,ITG,high
IT,93047,ITG15,ITG1,ITG,high
IT,95120,ITG17,ITG1,ITG,high
IT,95218,ITG17,ITG1,ITG,medium
IT,97026,ITG18,ITG1,ITG,high
IT,97877,ITG18,ITG1,ITG,medium
IT,98852,ITG13,ITG1,ITG,medium
IT,99100,ITG13,ITG1,ITG,low
LT,82180,LT026,LT02,LT0,high
LT,13167,LT011,LT01,LT0,high
LT,48158,LT022,LT02,LT0,high
LT,82137,LT026,LT02,LT0,high
LT,86386,LT026,LT02,LT0,medium
LT,96365,LT023,LT02,LT0,high
LT,28185,LT029,LT02,LT0,medium
LT,29110,LT029,LT02,LT0,medium
LT,31152,LT029,LT02,LT0,high
LT,41140,LT025,LT02,LT0,medium
LT,45181,LT022,LT02,LT0,high
LT,55158,LT022,LT02,LT0,medium
LT,62157,LT021,LT02,LT0,high
